fold,final_loss,final_val_loss,final_accuracy,final_val_accuracy,mean_loss,std_loss,mean_val_loss,std_val_loss,mean_accuracy,std_accuracy,mean_val_accuracy,std_val_accuracy
fold_4,0.009630467742681,0.013821421191096,1.0,1.0,0.041780003788880554,0.09444521486814472,92.16433579714503,481.6484287770846,0.9966348096728321,0.014983922395168069,0.8818311557770357,0.31600783796305393
fold_3,0.006726654246449,0.016786934807896,1.0,0.9988794326782221,0.03499800420366178,0.08888701597700881,97.74215796931647,467.50342941105197,0.9980427968502041,0.011611823151024521,0.8880466412007806,0.3015251398197669
fold_2,0.007634685374796,0.010060166940093,0.9992127418518061,1.0,0.07036168023012528,0.1812987894688222,841.2689026584104,5941.919074336116,0.9938210237026212,0.035827653156602454,0.9331081747636198,0.2284640470447597
fold_0,0.008180569857358001,0.014735163189470001,1.0,1.0,0.04607131935247142,0.10232226220231672,82.03891622677173,309.72090269801623,0.9973610814024759,0.012811459671184319,0.8378883209675778,0.3580783009727825
fold_1,0.007311693392693001,0.008162066340446,1.0,1.0,0.03498752463608931,0.08221696206892427,13.408511711321772,43.29605417047043,0.9981010913848877,0.011365217652719348,0.9072254592180252,0.2553438889228494
